Name	Value	Count	Avg
Bánh Cuốn Nhớ - Phan Xích Long	8	2	4
Bánh Cuốn Nóng - Nguyễn Thị Nhỏ	8	2	4
Bánh Cuốn Nóng - Tô Hiến Thành	13	3	4.33
Bánh Cuốn Nóng Hồng Phát	8	2	4
Bánh Cuốn Nóng Xuân Hường	4	2	2
Bánh cuốn Song Mộc	0	2	0
Bánh Cuốn Tây Hồ - Đinh Tiên Hoàng	4	2	2
Bánh cuốn Tây Hồ - Phan Xích Long	16	4	4
Bánh cuốn Thiên Hương	16	4	4
Bánh Cuốn Thiên Hương - 3 Tháng 2	14	7	2
Bánh cuốn Thiên Hương - Minh Khai	4	1	4
Bánh cuốn thịt tôm	5	1	5
Bánh Cuốn Trứng - Vạn Kiếp	22	6	3.67
Bánh cuốn Việt	8	2	4
Bánh Đa Cua - Tô Hiến Thành	4	1	4
Bánh Đa Cua Hải Phòng - Trường Sơn	16	4	4
Bánh Đa Cua, Lẩu Cua Đồng - Đặc Sản Hải Phòng	3	1	3
Bánh đa trộn - Phan Xích Long	4	1	4
Bánh Đập - Đặc Sản Quảng Ngãi	18	5	3.6
Bánh Doraemon Topcake 	5	1	5
Bánh Đúc Ngã 6 Dân Chủ	5	1	5
Bánh Đúc Nóng Bà Già	48	13	3.69
Bánh Đúc Nóng Bà Già - Cửu Long	4	1	4
Bánh đúc nóng Bà Già - Cửu Long 	4	1	4
Bánh đúc nóng Hương Quê	4	1	4
Bánh Đúc Nóng Singapore - Đặng Văn Ngữ	14	4	3.5
Bánh đúc nóng Tỷ Muội	25	5	5
Bánh Đúc Phan Đăng Lưu	9	3	3
Bánh Đúc Phan Đăng Lưu - Ngon tuyệt bánh đúc	32	9	3.56
Bánh đúc Singapore	20	5	4
Bánh Ép Huế - Nguyễn Thị Minh Khai	4	1	4
Bánh ép Huế - Trần Văn Đang	3	1	3
Bánh Flan - Cầu Chữ Y	5	1	5
Bánh Flan - Hòa Hảo	5	2	2.5
Bánh Flan - Tân Hoà Đông	3	1	3
Banh Flan chị Giàu	5	1	5
Bánh flan chị Mười	30	6	5
Bánh Flan Kem Su Yen's - Nguyễn Thiện Thuật	0	1	0
Bánh Flan Ngọc Nga - Đường 20 Thước	24	6	4
Bánh Flan Ngọc Nga 2 - 134/56, Đường 20 Thước	4	1	4
Bánh Flan Quả Trứng - Bán Hàng Online	8	2	4
Bánh Flan Quen Mà Lạ	14	4	3.5
Bánh Flan Quỳnh Hoa	15	5	3
Bánh Flan Thập Cẩm	18	4	4.5
Bánh Flan Xinh	3	1	3
Bánh Flan, Bánh Bèo - Chợ Hạnh Thông Tây	6	2	3
Bánh flan, bánh tráng - Đoàn Văn Bơ	4	1	4
Bánh Gạo Cay - Lý Thái Tổ	32	8	4
Bánh gạo chiên lắc phô mai	15	3	5
Bánh Gạo Lắc	8	2	4
Bánh Gạo Lắc Phô Mai	8	2	4
Bánh gạo lắc Sóc Chuột - Nguyễn Đình Chiểu	4	1	4
Bánh giò - Thụy Khuê	3	1	3
Bánh giò dì Linh	0	3	0
Bánh Gối Hà Nội - Âu Dương Lân	4	1	4
Bánh Hẹ - Chợ Xã Tây	5	1	5
Bánh Hỏi Lòng - Mũi Né	4	1	4
Bánh Hot Dog Mini Hình	12	3	4
Bánh Hotdog - Đội Cung	6	2	3
Bánh kem sầu riêng Lê Đình Cẩn	10	2	5
Bánh kẹo nhập khẩu - Hai bà Trưng	4	1	4
Bánh khọt Cô Ba - Trần Cao Vân	4	1	4
Bánh Khọt Cô Ba Vũng Tàu - Cao Thắng	39	12	3.25
Bánh Khọt Cô Hồng	5	1	5
Bánh Khọt Gốc Vú Sữa	2	1	2
Bánh Khọt Hải Âu	4	1	4
Bánh khọt Thanh Phương - Ba Tháng Hai	4	1	4
Bánh Khọt Vũng Tàu Khanh - Đồng Nai	12	3	4
Bánh lọc chiên, bánh tôm chiên -Thanh Đa	4	1	4
Bánh macaron	10	2	5
Bánh Mì - Xôi Gà 56	12	3	4
Bánh Mì & Sữa Bắp - Bùi Thị Xuân	14	4	3.5
Banh Mi 123	22	6	3.67
Bánh mì 3 cô - Huỳnh Mẫn Đạt	4	1	4
Banh Mi 37 Nguyen Trai	236	52	4.54
Bánh mì 61 Núi Trúc	3	1	3
Bánh mì bà Hai - Lê Quang Sung	5	1	5
Bánh Mì Baku	15	3	5
Bánh mì Bảy Hổ	16	4	4
Bánh Mì Bì 172 - Trần Hưng Đạo	7	2	3.5
Banh Mi Bistro	78	28	2.79
Bánh Mì Bò Nướng Bơ Cambodia	22	6	3.67
Bánh mì bò nướng bơ Campuchia	4	1	4
Bánh Mì Chan	8	2	4
Bánh Mì Chảo - Đường số 3A	4	1	4
Bánh Mì Chảo - Nam Kì Khởi Nghĩa	4	1	4
Bánh Mì Chảo & Món Ngon Hoa Việt - Quán Cô 3 Hậu	15	4	3.75
Bánh Mì Chảo 176	6	2	3
Bánh Mì Chảo Hà Nội	4	1	4
Bánh mì chảo, bò né - Phan Bội Châu	4	1	4
Bánh Mì Chay 836 	4	1	4
Bánh Mì Chè Lúa + Mía	0	6	0
Bánh Mì Chim Chạy	16	4	4
Bánh Mì Chim Chạy - Thịt Nướng Than	23	6	3.83
Bánh Mì Cô Điệp	7	2	3.5
Bánh Mì Cô Hồng	4	1	4
Bánh Mì Cóc	4	1	4
Bánh Mì Cóc - Bánh Mì Gà Xé	8	2	4
Bánh mì cóc - Nguyễn Thái Sơn	8	2	4
Bánh Mì Cu Tí - Shop Online	5	1	5
Bánh Mì Gà Quay - Kênh Tân Hóa	4	1	4
Bánh mì heo quay A Thái	3	1	3
Bánh mì Hòa Mã	8	2	4
Bánh Mì Hòa Mã - Bánh Mì Chảo	11	4	2.75
Bánh mì Hội An - Thoại Ngọc Hầu	39	8	4.88
Banh Mi Huynh Hoa	397	91	4.36
Bánh mì Huỳnh Hoa	20	4	5
Bánh Mì Huỳnh Hoa - Bánh Mì Pate	4	1	4
Bánh Mì Kẹp - Ga Quốc Nội	7	2	3.5
Bánh mì khổng lồ - Khuông Việt	5	1	5
Bánh mì Minh Nhật	5	1	5
Bánh mì Moha - Đề Thám	4	1	4
Bánh mì Nguyễn - Phan Đăng Lưu	0	5	0
Bánh Mì Nguyên Sinh - Trần Đình Xu	3	1	3
Bánh mì Như Lan - 64 Hàm Nghi	4	1	4
Bánh mì nướng - THPT Nguyễn Thị Diệu 	12	3	4
Bánh Mì Nướng Muối Ớt	15	4	3.75
Bánh mì nướng muối ớt - Lê Quang Sung	8	2	4
Bánh Mì Nướng Muối Ớt Như Ý	4	1	4
Bánh Mì Nướng Muối Tỏi 157	33	11	3
Bánh mì ốp la - Trần Nhân Tôn	4	1	4
Banh Mi PAT	70	17	4.12
Bánh Mì Phá Lấu - Xá Xíu Tại Gia	3	1	3
Bánh Mì Phần - Sư Vạn Hạnh	9	2	4.5
Bánh Mì Pháp - Tỉnh Lộ 10	5	1	5
Bánh mì Phệ Ca	4	1	4
Bánh Mì Que Hoàng Yến	10	2	5
Bánh Mì Que Song Nhi	9	2	4.5
Bánh mì sa tế - Cổng chùa Long Vân	12	3	4
Bánh Mì Sài Gòn - Bánh Mì Chả Tôm Mực	7	2	3.5
Bánh mì sandwich chiên tôm 	4	1	4
Bánh Mì Số 8 Ngọc Ánh	4	2	2
Bánh Mì Thịt Lương Phan - Lâm Văn Bền	8	2	4
Bánh mì thịt nguội Nguyên Sinh	28	7	4
Bánh Mì Thịt Nướng - Bánh Mì Biến Tấu Nguyễn Trãi	5	1	5
Bánh Mì Thịt Nướng - Trường Bùi Thị Xuân	4	1	4
Bánh Mì Thịt Rim Nguyễn !	4	1	4
Bánh Mì Thổ Nhĩ Kỳ Doner Kebab - Nguyễn Thái Sơn	8	2	4
Bánh Mì Thổ Nhĩ Kỳ Kebab - Vĩnh Viễn	15	4	3.75
Bánh Mì Tuấn Mập - Nguyễn Thị Nhỏ	8	2	4
Bánh Mì Tuấn Mập - Vườn Lài	7	2	3.5
Bánh Mì Xíu Mại - Cống Quỳnh	7	2	3.5
Bánh mì xíu mại - Hoàng Diệu	4	1	4
Bánh Mì Xíu Mại - Trần Phú	4	1	4
Bánh mì xíu mại Cô Hoa 2	4	1	4
Bánh mì, Hamburger - Nguyễn Biểu 	3	1	3
Bánh Mỳ Chảo - Đội Cấn	3	1	3
Bánh Mỳ Chảo - Vũ Huy Tấn	16	4	4
Bánh Mỳ Hoa Cúc Pháp	0	1	0
Bánh Mỳ Moha - Shop Online	32	8	4
Bánh mỳ xíu mại Đà Lạt - Cống Quỳnh	10	3	3.33
Banh Nam	71	17	4.18
Bánh Năm	60	17	3.53
Bánh Năm - Bánh Mì & Thức Uống	5	2	2.5
Bánh Năm - banh mi sandwiches	4	1	4
Bánh Ngàn Lớp Trứng Muối - Tiệm Bánh Online	4	1	4
Bánh Ngọc Thảo	3	3	1
Bánh ngọt Đức Việt - Nguyễn Đình Chiểu	4	1	4
Bánh ngọt Nhật Bản 	0	1	0
Bánh nhà em - Tân Bình	240	48	5
Bánh nhà Mie	0	1	0
Bánh ống mè BÉO BÉO	20	4	5
Bánh Pancakes HY	7	2	3.5
Bánh Pancakes HY - Hai Bà Trưng	32	8	4
Bánh Phô Mai Ông Già	7	2	3.5
Bánh phô mai ông già Quận 10	250	50	5
Bánh Phu Thê Lá Dừa - Đặc Sản Xứ Huế	7	2	3.5
Bánh Plan Hoka Hoka	5	1	5
Bánh Rán Bà Vịnh	7	2	3.5
Bánh rán Doraemon - Khánh Hội	3	1	3
Bánh Rán Khôn Ngoan - Đoàn Văn Bơ	8	2	4
Bánh rán xúc xích Đoàn Văn Bơ	32	8	4
Bánh sầu riêng - Tô Hiến Thành 	4	1	4
Bánh Sầu Riêng Durio - Lê Thị Riêng	22	5	4.4
Bánh Sầu Riêng Durio - Pandora	8	2	4
Bánh sầu riêng Durio - Phan Xích Long	12	3	4
Bánh Sầu Riêng Durio - Sư Vạn Hạnh	4	1	4
Bánh Sầu Riêng Durio - Vincom B	9	3	3
Bánh Sầu Riêng Kem Lạnh - Tô Hiến Thành	22	6	3.67
Bánh sầu riêng kem tươi	3	1	3
Bánh Sầu Riêng Như Ý - Tiệm Bánh Online	6	4	1.5
Bánh Sầu Riêng Suri	31	7	4.43
Bánh Sinh Nhật Rau Câu - Tân Hoà Đông	5	1	5
Bánh su kem - Ung văn Khiêm	0	1	0
Bánh su kem 941	3	1	3
Bánh Su Kem Chewy Junior - Cách Mạng Tháng Tám	0	7	0
Bánh Su Kem Chewy Junior - Nguyễn Thị Minh Khai	12	3	4
Bánh Su Kem Chewy Junior - Nguyễn Tri Phương	20	5	4
Bánh Su Kem Chewy Junior - Trần Hưng Đạo	36	9	4
Bánh Su Kem Singapore	24	6	4
Bánh Su Pháp Online	5	1	5
Bánh Su Que - Bà Hom	4	1	4
Bánh Su Que - Lý Thường Kiệt	8	2	4
Bánh Su Que - Nguyễn Hữu Cầu	35	5	7
Bánh Sữa Pate Chiên Trứng	7	2	3.5
Bánh Tai Yến	7	2	3.5
Bánh Takoyaki Giá Sinh Viên	8	2	4
Bánh Takoyaki Nhật Bản - Thoại Ngọc Hầu	29	8	3.62
Bánh Tằm Bì Đồng Tháp	4	1	4
Bánh Tằm Bì Tô Châu	7	2	3.5
Bánh Tét, Bánh Ú	10	2	5
Bánh Tiêu Đỗ Xanh	23	5	4.6
Bánh Tiêu Đỗ Xanh 3 Di	30	6	5
Bánh Tiêu Nhân Sầu Riêng	2	1	2
Bánh Tiêu Nhân Sầu Riêng - Hà Tôn Quyền	14	3	4.67
Bánh tôm chiên - Phạm Phú Thứ	5	1	5
Bánh tráng - Vạn Kiếp	10	2	5
Bánh Tráng & Trà Sữa Túi	8	2	4
Bánh tráng 0937564837	0	1	0
Bánh tráng 10k	0	1	0
Bánh tráng Béo	43	10	4.3
Bánh tráng bơ Vincy - 0903936067 - 0903877624	10	2	5
Bánh Tráng Bơ Vincy Nguyễn	4	2	2
Bánh Tráng Bơ Xuân Xá Xị	0	1	0
Bánh tráng chấm muối - CN Quận 11	0	1	0
Bánh tráng chiên	4	1	4
Bánh Tráng Cô Yến 	4	1	4
Bánh tráng cuốn Minh Phụng	10	2	5
Bánh tráng cuốn thịt heo Hoàng Bèo	4	1	4
Bánh Tráng Cuốn Tự Lập	3	6	0.5
Bánh tráng cuốn và trộn sốt bơ me Trang Ù	16	4	4
Bánh Tráng Deli	50	10	5
Bánh tráng giá sỉ - Ngọc Trinh	0	1	0
Bánh Tráng Hoang Anh	3	1	3
Bánh tráng homemade - Cách Mạng Tháng 8	9	2	4.5
Bánh Tráng Kẹp Dì Hoa	50	13	3.85
Bánh Tráng Kẹp Dì Hoa - Tôn Thất Thuyết	4	1	4
Bánh tráng lắc phô mai	0	1	0
Bánh tráng Long An - An Nguyễn	3	1	3
Bánh Tráng Long An - Bánh Tráng Thủy	11	3	3.67
Bánh Tráng Long An - Bánh Tráng Thủy - Nguyễn Thượng Hiền	6	2	3
Bánh tráng Long An - Tăng Nhơn Phú	0	2	0
Bánh tráng mắm	3	1	3
Bánh tráng mắm Đà Lạt	0	2	0
Bánh T-Ráng Mắm Đà Lạt	0	1	0
Bánh Tráng Mắm Đà Lạt - Vạn Kiếp	5	1	5
Bánh tráng mắm ruốc Phan Thiết - Xô Viết Nghệ Tĩnh	4	1	4
Bánh Tráng Me TNF - Bắc Hải	4	2	2
Bánh tráng muối bông	0	1	0
Bánh Tráng Muối Cay 	0	1	0
Bánh Tráng Muối Sa Tế Tỏi & Sa Tế Khô Bò	12	4	3
Bánh tráng muối TOMMY	40	8	5
Bánh Tráng Nướng - Hồ Thị Kỷ	5	1	5
Bánh Tráng Nướng - Khu Bờ Kè Thanh Đa	8	2	4
Bánh Tráng Nướng - Siêu Thị Vinatex	4	1	4
Bánh Tráng Nướng - Tìm Lại Đà Lạt	8	2	4
Bánh Tráng Nướng C002	44	11	4
Bánh Tráng Nướng C002 - Đinh Tiên Hoàng	40	10	4
Bánh Tráng Nướng Cô Chín - Chu Văn An	20	6	3.33
Bánh tráng nướng COO2 - 3 tháng 2	18	5	3.6
Bánh Tráng Nướng Đà Lạt - 61 Cao Thắng	37	9	4.11
Bánh Tráng Nướng Đà Lạt - Cao Thắng	31	8	3.88
Bánh Tráng Nướng Đà Lạt - Gò Vấp	5	1	5
Bánh Tráng Nướng Đà Lạt - Lê Văn Sỹ	0	1	0
Bánh Tráng Nướng Đà Lạt - Tân Lập 1	14	4	3.5
Bánh Tráng Nướng Đà Lạt - Út Tịch	7	2	3.5
Bánh Tráng Nướng Đà Lạt NTP	13	3	4.33
Bánh Tráng Nướng Đà Lạt NTP - Bình Thạnh	4	1	4
Bánh Tráng Nướng Đà Lạt NTP - Nguyễn Tri Phương	16	4	4
Bánh Tráng Nướng Đà Lạt NTP - Thành Thái	7	2	3.5
Bánh tráng nướng Đà Lạt NTP - Vũ Huy Tấn	44	11	4
Bánh Tráng Nướng Đà Lạt NTP Bình Thạnh	8	2	4
BÁNH TRÁNG NƯỚNG MẮM RUỐC	10	2	5
Bánh tráng nướng Nhiệt	8	2	4
Bánh tráng nướng Nhiệt - Điện Biên Phủ	8	2	4
Bánh tráng nướng NTP	5	1	5
Bánh tráng nướng Phan Thiết - Nguyễn Tri Phương	4	1	4
Bánh tráng nướng Phan Thiết - Xô Viết Nghệ Tĩnh	13	3	4.33
Bánh tráng phô mai	10	4	2.5
Bánh tráng phơi sương	25	5	5
Bánh Tráng Sa Tế Long An	3	2	1.5
Bánh tráng sa tế Tây Ninh	6	2	3
Bánh Tráng Sạch Long An - Shop Online	7	2	3.5
Bánh Tráng Sáng Nguyên	39	10	3.9
Bánh tráng sate tỏi - Nguyễn Văn Quá	0	1	0
Bánh tráng Sate tỏi Phùng Ngọc Bích	3	1	3
Bánh Tráng Store	20	4	5
Bánh Tráng Tắc - Muối Tây Ninh	0	1	0
Bánh tráng Tị Quỳnh	30	6	5
Bánh Tráng Trảng Bàng	8	2	4
Bánh Tráng Trộn - Cửu Long	8	2	4
Bánh Tráng Trộn - Hưng Phú	4	1	4
Bánh tráng trộn Anh Long	44	11	4
Bánh Tráng Trộn Chú Viên	54	14	3.86
Bánh tráng trộn Hồ Con Rùa	8	2	4
Bánh Tráng Trộn Long	32	8	4
Bánh trung thu nhân flan	0	1	0
Bánh trung thu rau câu - cư xá Lữ Gia	0	2	0
Bánh trung thu rau câu 180/28D lạc long quân	5	1	5
Bánh Trung thu rau câu đủ vị 	0	1	0
Bánh Trung Thu Rau Câu Rùa - Đoàn Văn Bơ	4	1	4
Bánh Tuyết Thiên Sứ 	7	2	3.5
Bánh Tuyết Thiên Sứ - Shop Online	5	2	2.5
Bánh Ướt - Hoài Thanh	4	1	4
Bánh ướt - Trần Khắc Chân	0	2	0
Bánh ướt 15k - Nguyễn Biểu	4	1	4
Bánh Ướt Ban Mê	36	9	4
Bánh Ướt Ban Mê 	15	4	3.75
Bánh Ướt Ban Mê - Phan Xích Long	4	1	4
Bánh Ướt Bảy Hiền	4	1	4
Bánh ướt- Nguyễn Văn Luông	5	1	5
Bánh xèo - 240 Nguyễn Công Trứ	4	1	4
Bánh xèo - Củ Chi	4	1	4
Bánh Xèo 335	6	2	3
Banh Xeo 46A	87	20	4.35
Bánh Xèo 46A	11	4	2.75
Bánh Xèo 7K - Chợ Thị Nghè	4	2	2
Bánh Xèo Ăn Là Ghiền - Sương Nguyệt Ánh	20	5	4
Bánh xèo anh Năm Trà Khúc	4	1	4
Bánh Xèo Bà Hai - Lê Văn Linh	8	2	4
Bánh Xèo Cô Thêm - Song Hành	4	1	4
Bánh Xèo Cô Thị - Đặc Sản Phan Rang	5	1	5
Bánh xèo Long Huy	7	2	3.5
Bánh xèo miền Tây 335	4	1	4
Bánh Xèo Miền Trung	10	2	5
Bánh Xèo Mười Xiềm - NKKN	8	2	4
Bánh xèo Ngọc Sơn	4	1	4
Bánh Xèo Nhật Bản Furuya Okonomiyaki - Linh Lang	5	1	5
BÁNH XÈO PHAN RANG	0	1	0
Bánh xèo rau rừng Phố Thành	4	1	4
Bánh Xèo Rau Rừng Trung Sơn	4	1	4
Bánh Xèo Tôm Nhảy Thanh Diệu - Nguyễn Thị Nhỏ	16	4	4
Bánh Xèo Tôm Nhảy Thanh Diệu - Ung Văn Khiêm	16	4	4
Bánh xếp chiên 8k - Xô Viết Nghệ Tĩnh	3	1	3
Bannhac.vn Cafe 	9	2	4.5
Bão - Nước Mát, Trà Chanh	4	1	4
Bảo Bán Bánh	0	1	0
Bảo Bảo - Hủ Tiếu Mì Sườn & Bún Mắm	8	2	4
Báo Cafe - Nguyễn Phong Sắc	3	1	3
Bảo Lộc	9	4	2.25
Bảo Lộc - Nướng Ngói - Phạm Văn Đồng	10	3	3.33
Bảo Ngọc Karaoke	7	2	3.5
Bảo Tàng Áo Dài	8	2	4
Bảo Tàng Chứng Tích Chiến Tranh	29	7	4.14
Bảo Tàng Lịch Sử Việt Nam - Nguyễn Bỉnh Khiêm	6	2	3
Bảo Tàng Mĩ Thuật TP. HCM - Phó Đức Chính	8	2	4
Bảo Tàng Thành Phố Hồ Chí Minh - Lý Tự Trọng	12	3	4
Bảo Trân	0	1	0
Bảo Trân 2 - Phan Bội Châu	3	1	3
Bảo Tu	0	2	0
Bao Tử Cá Chiên Giòn - Batuka Fastfood	8	2	4
Baoz Dimsum 	10	3	3.33
Baoz Dimsum Resraurant	147	39	3.77
Baozi - Ẩm Thực Đài Loan	12	3	4
Baozi - Nhà Hàng Đài Loan	61	13	4.69
Bắp Bakery - Bánh Mỳ Gà	4	1	4
Bắp Nướng Mỡ Hành - Hoàng Diệu 	4	1	4
Bắp Rang Bé Bơ	20	5	4
Bắp Rang Bé Bơ - Nguyễn Thượng Hiền	8	2	4
Bắp rang bơ - Nguyễn Cảnh Chân	0	1	0
Bắp rang bơ - Quang Trung	4	1	4
Bắp Rang Bơ BÉ BƠ	20	4	5
Bắp Rang Bơ Lắc Phomai - Trần Mai Ninh	4	1	4
Bắp Rang Bơ Little Poco - Nguyễn Chí Thanh	8	2	4
Bắp rang DoNan	8	2	4
Bắp rang DoNan - Hòa Hảo	45	9	5
Bắp Rang Garrett	4	1	4
Bắp rang Little Poco	3	1	3
Bắp Xào - Cống Quỳnh	20	5	4
BắpCải TâyHí'ss‎ 	3	1	3
Bar Louis Lounge	3	1	3
Barbecue Garden Restaurant	381	96	3.97
Barbos - Nhà Hàng Gà Hàn Quốc	185	47	3.94
Barocco Bar	8	2	4
Basilico	101	25	4.04
Basilico - Italian Trattoria	20	5	4
Basilico - Italian Trattoria - InterContinental Asiana Saigon	12	3	4
Basilico - Italian Trattoria - InterContinental Hotel	4	1	4
Baskin Robbins - Điện Biên Phủ	25	6	4.17
Baskin Robbins - Vincom Plaza Lê Văn Việt	8	2	4
Baskin-Robbins	25	9	2.78
Bát Bửu Phật Đài	13	3	4.33
Batuka Fastfood - Bao Tử Cá Chiên Giòn	35	7	5
Bawoo - Quán Nướng Hàn Quốc BAU	7	2	3.5
Bảy Đực - Gà Ta Nướng	8	2	4
Bảy Giờ Sáng - Cách Mạng Tháng 8	10	2	5
BAZA Cafeteria	6	2	3
Bazaar Cafe	43	10	4.3
Bazaar Coffee Shop	8	2	4
Bazanland coffee	20	5	4
BB Cake	15	3	5
BB Soya Pudding	30	9	3.33
BB Soya Pudding - 110 Nguyễn Tất Thành	0	6	0
BB Soya Pudding - Nguyen Tat Thanh	9	3	3
BB Soya Pudding - Nguyễn Tất Thành	4	1	4
BBQ House - Plan K - Lý Long Tường	5	1	5
BBQ Nhân Sâm - Thịt Nướng Hàn Quốc	6	2	3
BBQ Saigon Night - Làng Nướng Nhỏ Bà Sáu	7	2	3.5
BB's shop	8	2	4
BD Florist & Cafe	52	13	4
BD Florist & Cafe - Cafe Hoa Cưới Nhỏ Xinh	28	7	4
BD Florist & Flower Coffee - Cafe Hoa Cưới Nhỏ Xinh	21	5	4.2
Bé - Phá Lấu Bò	8	2	4
Be & John Coffee	24	6	4
Be & John Coffee - Điện Biên Phủ	30	6	5
Bé Bông	0	1	0
Be Cafe - Bàu Cát	20	5	4
Bé Chè - chợ Bến Thành	0	3	0
Be Coffee	8	2	4
Be Coffee - Bàu Cát	47	10	4.7
Be Coffee - Bầu Cát	4	1	4
Bé nạ Phiêu Diêu	3	1	3
Bé Nhân	15	5	3
Bé Tư - Bánh Hỏi, Bánh Bèo	3	1	3
Beanie's Crepe & Waffle - Lê Văn Sỹ	4	1	4
Beanie's Crepe & Waffle - Nguyễn Thị Minh Khai	4	1	4
Beanie's Crepes & Waffle - Nguyễn Thị Minh Khai	56	14	4
Beanie's Crepes & Waffles - Lê Văn Sỹ	12	3	4
Beanie's Crepes & Waffles 2 - Lê Văn Sỹ	7	2	3.5
Beans & Health - Đậu xay nguyên chất	5	1	5
Bear Bridal - Hồ Văn Huê	8	2	4
Beard Papa’s - Vincom Center	73	17	4.29
Beard Papa’s - Vincom Mega Mall Thảo Điền	16	5	3.2
Beard Papa's	125	26	4.81
Beard Papa's - SC ViVo City	10	2	5
Beard Papa's - Vincom Mega Mall Thảo Điền	4	1	4
Beaupeople Skincare Spa	6	2	3
Beauty De Siam - Exotic Beauty And Spa	8	2	4
Beauty Salon Huy Nguyễn	8	3	2.67
Bee Coffee - Lạc Long Quân	16	4	4
Beef Bar - Lý Chính Thắng	12	3	4
Beef Bar Saigon	8	2	4
Beef Beef Space - Beefsteak	9	2	4.5
BeefSteak - Mì Ý - Salad Cow Express - Sư Vạn Hạnh	19	6	3.17
Beefsteak 473	4	1	4
Beefsteak Bà Dinh	13	4	3.25
Beefsteak Ciao Vợ Đẹp - Italian Cuisine	63	16	3.94
Beefsteak Củ Hành Tây	12	3	4
Beefsteak Củ Hành Tây - Sư Vạn Hạnh	39	10	3.9
Beefsteak Hai Con Bò - Hồng Bàng	7	2	3.5
Beefsteak Hai Con Bò - Nguyễn Cư Trinh	59	15	3.93
Beefsteak Hai Con Bò - Nguyễn Thị Minh Khai	64	17	3.76
Beefsteak Hai Con Bò - Quang Trung	24	6	4
Beefsteak Hai Con Bò - Thống Nhất	42	11	3.82
Beefsteak Hoa Quả Sơn - Nguyễn Trãi	16	5	3.2
Beefsteak Hoa Quả Sơn - Sư Vạn Hạnh	12	4	3
Beefsteak Hoàng Gia Quý Tộc	3	1	3
Beefsteak Lục Nguyên - Trần Hưng Đạo	12	3	4
Beefsteak Nam Sơn - Nam Kỳ Khởi Nghĩa	12	3	4
Beefsteak Nam Sơn - NTMK	3	1	3
Beefsteak Nam Sơn - NTMK 	11	4	2.75
Beefsteak Nguyên Thảo - Chu Văn An	4	1	4
Beefsteak Only	4	4	1
Beefsteak Only - 939 Lũy Bán Bích	5	2	2.5
Beefsteak Only - Bà Hom	4	1	4
Beefsteak Only - Phạm Văn Thuận	9	2	4.5
Beefsteak Only - Xuân Diệu	10	4	2.5
Beefsteak Titi -  Cao Thắng	60	15	4
Beefsteak Titi -  Trần Cao Vân	17	5	3.4
Beefsteak Titi - Cao Thắng	61	16	3.81
Beefsteak TiTi - Nguyễn Cư Trinh	40	10	4
Beefsteak Titi - Tôn Thất Hiệp	5	1	5
Beefsteak Titi - Trần Cao Vân	15	3	5
Beefsteak Titi - Vũ Huy Tấn	120	34	3.53
BeelovingU - Trần Khắc Chân	0	3	0
Beer & Barrel - Thế Giới Bia Bỉ	5	2	2.5
Beer Bùi Viện	24	6	4
Bee's House Bakery - Shop Online	8	2	4
beets	65	19	3.42
Beirut Garden	163	38	4.29
Bella Hair Salon	18	5	3.6
Bellany - Vincom Mega Mall Thảo Điền	8	2	4
Bellany Ice Cream	10	2	5
Bellany Ice Cream - Vincom Mega Mall Thảo Điền	11	3	3.67
Bellany Vincom Megamall Thảo Điền	12	3	4
Ben Coffee House - Ngô Đức Kế	11	3	3.67
Bến Nhà Rồng	12	3	4
Bến Nhà Rồng 	8	2	4
Bên Sông - Nhà Bè	24	8	3
Ben Style	106	27	3.93
Bến Xe Thành Bưởi - Lê Hồng Phong	16	4	4
Bến Xưa - Ẩm Thực Sinh Thái Sân Vườn	17	5	3.4
Benefit - Parkson Saigon Tourist	8	2	4
Bệnh Viện Đại học Y Dược  Tp. HCM - Cơ Sở 1	10	2	5
Bệnh Viện Nhân Dân 115 - Sư Vạn Hạnh	7	2	3.5
Bệnh Viện Tim Tâm Đức	9	2	4.5
BenThanh Street Food Market	84	22	3.82
Bento Factory	58	13	4.46
Bento House	13	7	1.86
Beo Bakery - Bông Lan Trứng Muối & Su Que Phô Mai	0	1	0
Béo Béo - Gà Cay Phô Mai	34	11	3.09
Béo Béo - Gà Lắc Phô Mai	6	2	3
Béo Béo - Mê Phô Mai 	52	11	4.73
Béo Béo Milk Tea	0	1	0
Beo Cafe - Trần Phú	8	2	4
Bếp Bánh Của Móm	6	2	3
Bếp Bánh Nhỏ	9	3	3
Bếp Chay Phạm Hồng Phước - Trường Sa	7	2	3.5
Bếp Của Bâu - Chung Cư Ấn Quang	75	15	5
Bếp Của Bâu - Kem Mây Ni Tơ	8	2	4
Bếp Của Gấu	8	2	4
Bếp Của Mẹ	58	17	3.41
Bếp Của Mẹ - Giao Hàng Tận Nơi	4	1	4
Bếp của Thy 	0	8	0
Bếp Nhà Gà - The Chicky Kitchen	0	4	0
Bếp nhà Na	6	2	3
BẾP NHÀ TÍT	0	1	0
Bếp Nhà Tui	15	3	5
Bếp Nhỏ - Phở Cuốn Hà Nội	16	4	4
Bếp phó - Ung Văn Khiêm	0	2	0
Bếp Tròn - Nguyễn Trọng Tuyển	0	2	0
Bepcuatui	12	3	4
Bernard Cafe - Nguyễn Sơn Hà	8	2	4
Bernie's irish bar and restaurante	18	4	4.5
Berru Coffee & Restaurant	8	2	4
Bếu Store	5	1	5
